"intercept","slope","r.squared","fstatistic","p.value","Predator.lifestage","Type.of.feeding.interaction","Location"
"11.1598881317021","1.02077538176859","0.330043815585916","156.165271662109","3.96650463871498e-21","larva","planktivorous","Antarctic Peninsula"
"-3.83868606682441","0.258813702633504","0.0982205090743172","5.1191715634985","5.48663782032018e-11","larva","planktivorous","Greenland"
"7.00529694337674","0.941421745921813","0.412420670135113","22.4607312979481","0.0133551616114952","larva","predacious","Andaman Sea (West of South Thailand)"
"-2.66286554355492","0.150488902922313","0.146191921213292","38.8677115383767","5.43902539047681e-17","larva","predacious","Western North Pacific"
"7.41883913802823","0.724801160896601","0.637066906559136","1662.29636099526","5.79305661447751e-145","larva","predacious","Antarctic Peninsula"
"4.96732009411791","0.652630804441673","0.502262057547569","9.08180416316188","0.00412862179863886","larva / juvenile","piscivorous","Strait of Georgia"
"5.083129495985","0.537539976546299","0.2383099678989","36.9186611704769","0.00014386089716496","larva / juvenile","planktivorous","Strait of Georgia"
"10.4119448445479","1.09890063283713","0.71542157959282","47.7654278662958","2.93398007391812e-05","larva / juvenile","predacious","NE North Sea and Skaggerak"
"3.58794771931321","0.510273652134304","0.422183530433424","339.023147381122","1.42593987536162e-25","larva / juvenile","predacious","Strait of Georgia"
"0.946030011005037","0.384249046154572","0.125577629410638","4.3083628793485","0.141966195553604","larva / juvenile","insectivorous","Strait of Georgia"
"6.81310614810304","0.675479706794874","0.231238785388308","78.8080363840136","5.48488274595706e-10","postlarva/juvenile","planktivorous","Antarctic Peninsula"
"1.66714590677882","0.211649696643391","0.14416882005629","99.0513879135296","2.68363947909058e-09","postlarva/juvenile","predacious","Antarctic Peninsula"
"-2.52746573405741","0.106773528674382","0.038969869305227","1.25705314524184","1.12420077881278e-07","postlarva","piscivorous","Antarctic Peninsula"
"-1.61375195212254","0.15403834606651","0.109207422360888","8.58170550266892","6.65875453993381e-09","postlarva","predacious","Antarctic Peninsula"
